
 Tumacacori NM 

   Date, Precipitation (in), Tmax (F), Tmin (F), Snow Depth On Ground (Inches),
   12/05/2013, 0.04, 70.0, 36.0, nan,
   12/06/2013, 0.0, 70.0, 24.0, nan,
   12/07/2013, 0.0, 58.0, 24.0, nan,
   12/08/2013, 0.0, 56.0, 32.0, nan,
   12/09/2013, nan, nan, nan, nan,
   12/10/2013, 0.0, 57.0, 25.0, nan,
   12/11/2013, 0.0, 62.0, 34.0, nan,
   12/12/2013, 0.0, 69.0, 40.0, nan,
   12/13/2013, 0.0, 68.0, 28.0, nan,
   12/14/2013, 0.0, 65.0, 25.0, nan,
   12/15/2013, nan, nan, nan, nan,
   12/16/2013, 0.0, 62.0, 25.0, nan,
   12/17/2013, 0.0, 74.0, 35.0, nan,
   12/18/2013, 0.0, 76.0, 41.0, nan,
   12/19/2013, 0.0, 69.0, 34.0, nan,
   12/20/2013, 0.45, 69.0, 31.0, nan,
   12/21/2013, 0.1, 52.0, 34.0, nan,
   12/22/2013, 0.0, 50.0, 30.0, nan,
   12/23/2013, 0.0, 54.0, 11.0, nan,
   12/24/2013, 0.0, 53.0, 16.0, nan,
   12/25/2013, nan, nan, nan, nan,
   12/26/2013, 0.0, 64.0, 34.0, nan,
   12/27/2013, 0.0, 64.0, 28.0, nan,
   12/28/2013, 0.0, 63.0, 36.0, nan,
   12/29/2013, 0.0, 63.0, 32.0, nan,
   12/30/2013, 0.0, 61.0, 26.0, nan,
   12/31/2013, 0.0, 64.0, 31.0, nan,
   01/01/2014, 0.0, 69.0, 29.0, nan,
   01/02/2014, 0.0, 68.0, 33.0, nan,
   01/03/2014, 0.0, 70.0, 40.0, nan,
   01/04/2014, 0.0, 64.0, 20.0, nan,
   01/05/2014, 0.0, 67.0, 22.0, nan,
   01/06/2014, 0.0, 67.0, 8.0, nan,
   01/07/2014, 0.0, 62.0, 30.0, nan,
   01/08/2014, 0.0, 65.0, 35.0, nan,
   01/09/2014, 0.0, 68.0, 35.0, nan,
   01/10/2014, 0.0, 69.0, 28.0, nan,
   01/11/2014, 0.0, 70.0, 28.0, nan,
   01/12/2014, 0.0, 62.0, 30.0, nan,
   01/13/2014, 0.0, 66.0, 28.0, nan,
   01/14/2014, 0.0, 58.0, 10.0, nan,
   01/15/2014, 0.0, 64.0, 26.0, nan,
   01/16/2014, 0.0, 63.0, 22.0, nan,
   01/17/2014, 0.0, 65.0, 22.0, nan,
   01/18/2014, 0.0, 65.0, 22.0, nan,
   01/19/2014, 0.0, 60.0, 31.0, nan,
   01/20/2014, 0.0, 66.0, 29.0, nan,
   01/21/2014, 0.0, 68.0, 34.0, nan,
   01/22/2014, 0.0, 77.0, 43.0, nan,
   01/23/2014, 0.0, 77.0, 35.0, nan,
   01/24/2014, 0.0, nan, nan, nan,
   01/25/2014, 0.0, 64.0, 50.0, nan,
   01/26/2014, 0.0, 71.0, 36.0, nan,
   01/27/2014, 0.0, 69.0, 39.0, nan,
   01/28/2014, 0.0, 68.0, 31.0, nan,
   01/29/2014, 0.0, 65.0, 31.0, nan,
   01/30/2014, 0.0, 71.0, 35.0, nan,
   01/31/2014, 0.0, 75.0, 38.0, nan,
   02/01/2014, 0.0, 69.0, 46.0, nan,
   02/02/2014, 0.0, 68.0, 25.0, nan,
   02/03/2014, 0.0, 69.0, 26.0, nan,
   02/04/2014, 0.1, 58.0, 27.0, nan,
   02/05/2014, 0.0, 63.0, 29.0, nan,
   02/06/2014, 0.15, 59.0, 36.0, nan,
   02/07/2014, 0.0, 63.0, 32.0, nan,
   02/08/2014, 0.0, 69.0, 17.0, nan,
   02/09/2014, 0.0, 70.0, 30.0, nan,
   02/10/2014, 0.0, 72.0, 33.0, nan,
   02/11/2014, 0.0, 75.0, 35.0, nan,
   02/12/2014, 0.0, 67.0, 2.0, nan,
   02/13/2014, 0.0, 73.0, 30.0, nan,
   02/14/2014, 0.0, 73.0, 20.0, nan,
   02/15/2014, 0.0, 83.0, 26.0, nan,
   02/16/2014, 0.0, 86.0, 25.0, nan,
   02/17/2014, 0.0, 82.0, 29.0, nan,
   02/18/2014, 0.0, 81.0, 23.0, nan,
   02/19/2014, 0.0, 83.0, 23.0, nan,
   02/20/2014, 0.0, 76.0, 33.0, nan,
   02/21/2014, 0.0, 70.0, 21.0, nan,
   02/22/2014, 0.0, 67.0, 20.0, nan,
   02/23/2014, 0.0, 70.0, 24.0, nan,
   02/24/2014, 0.0, 73.0, 44.0, nan,
   02/25/2014, 0.0, 79.0, 45.0, nan,
   02/26/2014, 0.0, 70.0, 42.0, nan,
   02/27/2014, 0.0, 76.0, 38.0, nan,
   02/28/2014, 0.0, 76.0, 42.0, nan,
   03/01/2014, 0.0, 76.0, 53.0, nan,
   03/02/2014, 1.75, 76.0, 42.0, nan,
   03/03/2014, 0.0, 78.0, 44.0, nan,
   03/04/2014, 0.0, 68.0, 42.0, nan,
   03/05/2014, 0.02, 71.0, 39.0, nan,
   03/06/2014, 0.0, 73.0, 41.0, nan,
   03/07/2014, 0.0, 79.0, 33.0, nan,
   03/08/2014, 0.0, 76.0, 23.0, nan,
   03/09/2014, 0.0, 68.0, 38.0, nan,
   03/10/2014, 0.0, 73.0, 39.0, nan,
   03/11/2014, 0.0, 75.0, 39.0, nan,
   03/12/2014, 0.0, 74.0, 39.0, nan,
   03/13/2014, 0.0, 76.0, 48.0, nan,
   03/14/2014, 0.0, 77.0, 37.0, nan,
   03/15/2014, 0.0, 70.0, 36.0, nan,
   03/16/2014, 0.0, 73.0, 36.0, nan,
   03/17/2014, 0.0, 71.0, 21.0, nan,
   03/18/2014, 0.0, 60.0, 30.0, nan,
   03/19/2014, 0.0, 66.0, 23.0, nan,
   03/20/2014, 0.0, 70.0, 29.0, nan,
   03/21/2014, 0.0, 70.0, 29.0, nan,
   03/22/2014, 0.0, 75.0, 39.0, nan,
   03/23/2014, 0.0, 75.0, 40.0, nan,
   03/24/2014, 0.0, 77.0, 40.0, nan,
   03/25/2014, 0.0, 79.0, 42.0, nan,
   03/26/2014, 0.0, 80.0, 38.0, nan,
   03/27/2014, 0.0, 75.0, 39.0, nan,
   03/28/2014, 0.0, 76.0, 24.0, nan,
   03/29/2014, 0.0, 73.0, 37.0, nan,
   03/30/2014, 0.0, 82.0, 37.0, nan,
   03/31/2014, 0.0, 82.0, 37.0, nan,
   04/01/2014, 0.0, 79.0, 39.0, nan,
   04/02/2014, 0.0, 76.0, 20.0, nan,
   04/03/2014, 0.0, 76.0, 20.0, nan,
   04/04/2014, 0.0, 66.0, 34.0, nan,
   04/05/2014, 0.0, 74.0, 34.0, nan,
   04/06/2014, 0.0, 70.0, 34.0, nan,
   04/07/2014, 0.0, 72.0, 34.0, nan,
   04/08/2014, 0.0, 79.0, 39.0, nan,
   04/09/2014, 0.0, 88.0, 22.0, nan,
   04/10/2014, 0.0, 86.0, 27.0, nan,
   04/11/2014, 0.0, 90.0, 46.0, nan,
   04/12/2014, 0.0, 88.0, 52.0, nan,
   04/13/2014, 0.0, 80.0, 22.0, nan,
   04/14/2014, 0.0, 69.0, 25.0, nan,
   04/15/2014, 0.0, 73.0, 25.0, nan,
   04/16/2014, 0.0, 87.0, 38.0, nan,
   04/17/2014, 0.0, 84.0, 25.0, nan,
   04/18/2014, 0.0, 86.0, 25.0, nan,
   04/19/2014, 0.0, 86.0, 25.0, nan,
   04/20/2014, 0.0, 77.0, 30.0, nan,
   04/21/2014, 0.0, 80.0, 47.0, nan,
   04/22/2014, 0.0, 88.0, 49.0, nan,
   04/23/2014, 0.0, 86.0, 47.0, nan,
   04/24/2014, 0.0, 81.0, 24.0, nan,
   04/25/2014, 0.0, 71.0, 24.0, nan,
   04/26/2014, 0.0, 71.0, 24.0, nan,
   04/27/2014, 0.0, 55.0, 25.0, nan,
   04/28/2014, 0.0, 67.0, 25.0, nan,
   04/29/2014, 0.0, 74.0, 33.0, nan,
   04/30/2014, 0.0, 72.0, 21.0, nan,
   05/01/2014, 0.0, 79.0, 29.0, nan,
   05/02/2014, 0.0, 85.0, 45.0, nan,
   05/03/2014, 0.0, 87.0, 44.0, nan,
   05/04/2014, 0.0, 92.0, 47.0, nan,
   05/05/2014, 0.0, 85.0, 43.0, nan,
   05/06/2014, 0.0, 85.0, 41.0, nan,
   05/07/2014, 0.0, 72.0, 39.0, nan,
   05/08/2014, 0.0, 76.0, 41.0, nan,
   05/09/2014, 0.0, 82.0, 53.0, nan,
   05/10/2014, 0.0, 87.0, 43.0, nan,
   05/11/2014, 0.0, 81.0, 38.0, nan,
   05/12/2014, 0.0, 78.0, 39.0, nan,
   05/13/2014, 0.0, 84.0, 55.0, nan,
   05/14/2014, 0.0, 85.0, 46.0, nan,
   05/15/2014, 0.0, 85.0, 46.0, nan,
   05/16/2014, 0.0, 92.0, 51.0, nan,
   05/17/2014, 0.0, 96.0, 48.0, nan,
   05/18/2014, 0.0, 96.0, 45.0, nan,
   05/19/2014, 0.0, 95.0, 49.0, nan,
   05/20/2014, 0.0, 91.0, 49.0, nan,
   05/21/2014, 0.0, 90.0, 51.0, nan,
   05/22/2014, 0.0, 86.0, 49.0, nan,
   05/23/2014, 0.0, 86.0, 46.0, nan,
   05/24/2014, 0.0, 80.0, 47.0, nan,
   05/25/2014, 0.0, 81.0, 50.0, nan,
   05/26/2014, 0.0, 85.0, 52.0, nan,
   05/27/2014, 0.0, 93.0, 55.0, nan,
   05/28/2014, 0.0, 99.0, 57.0, nan,
   05/29/2014, 0.0, 99.0, 68.0, nan,
   05/30/2014, 0.0, 86.0, 56.0, nan,
   05/31/2014, 0.0, 97.0, 57.0, nan,
   06/01/2014, 0.0, 99.0, 54.0, nan,
   06/02/2014, 0.0, 101.0, 54.0, nan,
   06/03/2014, 0.0, 103.0, 60.0, nan,
   06/04/2014, 0.0, 103.0, 59.0, nan,
   06/05/2014, 0.0, 102.0, 57.0, nan,
   06/06/2014, 0.0, 103.0, 55.0, nan,
   06/07/2014, 0.0, 98.0, 56.0, nan,
   06/08/2014, 0.0, 97.0, 61.0, nan,
   06/09/2014, 0.0, 96.0, 59.0, nan,
   06/10/2014, 0.0, 100.0, 60.0, nan,
   06/11/2014, 0.0, 99.0, 68.0, nan,
   06/12/2014, 0.0, 98.0, 68.0, nan,
   06/13/2014, 0.0, 100.0, 66.0, nan,
   06/14/2014, 0.0, 100.0, 65.0, nan,
   06/15/2014, 0.0, 98.0, 56.0, nan,
   06/16/2014, 0.0, 96.0, 66.0, nan,
   06/17/2014, 0.0, 97.0, 64.0, nan,
   06/18/2014, 0.0, 94.0, 62.0, nan,
   06/19/2014, 0.0, 92.0, 57.0, nan,
   06/20/2014, 0.0, 95.0, 60.0, nan,
   06/21/2014, 0.0, 99.0, 62.0, nan,
   06/22/2014, 0.0, 100.0, 62.0, nan,
   06/23/2014, 0.0, 97.0, 62.0, nan,
   06/24/2014, 0.0, 97.0, 60.0, nan,
   06/25/2014, 0.0, 98.0, 62.0, nan,
   06/26/2014, 0.0, 98.0, 65.0, nan,
   06/27/2014, 0.0, 97.0, 61.0, nan,
   06/28/2014, 0.0, 96.0, 59.0, nan,
   06/29/2014, 0.0, 98.0, 64.0, nan,
   06/30/2014, 0.0, 101.0, 64.0, nan,
   07/01/2014, 0.0, 102.0, 63.0, nan,
   07/02/2014, 0.0, 100.0, 69.0, nan,
   07/03/2014, 0.05, 100.0, 68.0, nan,
   07/04/2014, 0.42, 96.0, 66.0, nan,
   07/05/2014, 0.07, 94.0, 75.0, nan,
   07/06/2014, 0.05, 90.0, 67.0, nan,
   07/07/2014, 0.2, 90.0, 70.0, nan,
   07/08/2014, 0.05, 88.0, 68.0, nan,
   07/09/2014, 0.2, 93.0, 64.0, nan,
   07/10/2014, 2.0, 91.0, 66.0, nan,
   07/11/2014, 0.0, 92.0, 68.0, nan,
   07/12/2014, 0.03, 95.0, 65.0, nan,
   07/13/2014, 0.02, 96.0, 68.0, nan,
   07/14/2014, 0.67, 94.0, 66.0, nan,
   07/15/2014, 0.0, 91.0, 72.0, nan,
   07/16/2014, 0.0, 82.0, 66.0, nan,
   07/17/2014, 0.0, 90.0, 65.0, nan,
   07/18/2014, 0.0, 90.0, 59.0, nan,
   07/19/2014, 0.0, 96.0, 66.0, nan,
   07/20/2014, 0.0, 94.0, 63.0, nan,
   07/21/2014, 0.0, 95.0, 67.0, nan,
   07/22/2014, 0.0, 96.0, 66.0, nan,
   07/23/2014, 0.0, 99.0, 77.0, nan,
   07/24/2014, 0.0, 101.0, 69.0, nan,
   07/25/2014, 0.0, 102.0, 73.0, nan,
   07/26/2014, 0.98, 97.0, 65.0, nan,
   07/27/2014, 0.22, 93.0, 65.0, nan,
   07/28/2014, 0.05, 91.0, 69.0, nan,
   07/29/2014, 0.0, 85.0, 66.0, nan,
   07/30/2014, 0.0, 96.0, 68.0, nan,
   07/31/2014, 0.0, 96.0, 68.0, nan,
   08/01/2014, 0.01, 94.0, 70.0, nan,
   08/02/2014, 0.58, 89.0, 66.0, nan,
   08/03/2014, 0.0, 82.0, 65.0, nan,
   08/04/2014, 0.0, 90.0, 65.0, nan,
   08/05/2014, 0.0, 93.0, 60.0, nan,
   08/06/2014, 0.0, 95.0, 61.0, nan,
   08/07/2014, 0.0, 96.0, 62.0, nan,
   08/08/2014, 0.0, 93.0, 68.0, nan,
   08/09/2014, 0.01, 92.0, 67.0, nan,
   08/10/2014, 0.0, 92.0, 67.0, nan,
   08/11/2014, 0.0, 92.0, 67.0, nan,
   08/12/2014, 0.0, 93.0, 71.0, nan,
   08/13/2014, 1.6, 87.0, 65.0, nan,
   08/14/2014, 0.0, 87.0, 62.0, nan,
   08/15/2014, 0.04, 86.0, 67.0, nan,
   08/16/2014, 0.44, 89.0, 66.0, nan,
   08/17/2014, 0.25, 90.0, 65.0, nan,
   08/18/2014, 0.12, 90.0, 65.0, nan,
   08/19/2014, 0.0, 86.0, 68.0, nan,
   08/20/2014, 0.0, 87.0, 65.0, nan,
   08/21/2014, 0.0, 86.0, 67.0, nan,
   08/22/2014, 0.0, 85.0, 59.0, nan,
   08/23/2014, 0.0, 85.0, 55.0, nan,
   08/24/2014, 0.0, 86.0, 52.0, nan,
   08/25/2014, 0.0, 80.0, 56.0, nan,
   08/26/2014, 0.43, 80.0, 65.0, nan,
   08/27/2014, 0.0, 81.0, 63.0, nan,
   08/28/2014, 0.0, 89.0, 60.0, nan,
   08/29/2014, 0.0, 92.0, 58.0, nan,
   08/30/2014, 0.0, 95.0, 59.0, nan,
   08/31/2014, 0.0, 97.0, 59.0, nan,
   09/01/2014, 0.0, 94.0, 57.0, nan,
   09/02/2014, 0.0, 97.0, 60.0, nan,
   09/03/2014, 0.0, 98.0, 64.0, nan,
   09/04/2014, 0.0, 93.0, 64.0, nan,
   09/05/2014, 0.72, 93.0, 62.0, nan,
   09/06/2014, 0.0, 86.0, 69.0, nan,
   09/07/2014, 0.03, 80.0, 64.0, nan,
   09/08/2014, 0.07, 86.0, 70.0, nan,
   09/09/2014, 0.0, 79.0, 63.0, nan,
   09/10/2014, 0.0, 89.0, 56.0, nan,
   09/11/2014, 0.0, 89.0, 56.0, nan,
   09/12/2014, 0.0, 92.0, 60.0, nan,
   09/13/2014, 0.0, 94.0, 63.0, nan,
   09/14/2014, 0.0, 90.0, 64.0, nan,
   09/15/2014, 0.0, 91.0, 65.0, nan,
   09/16/2014, 0.19, nan, nan, nan,
   09/17/2014, 0.54, 78.0, 66.0, nan,
   09/18/2014, 1.25, 71.0, 66.0, nan,
   09/19/2014, 0.04, 79.0, 67.0, nan,
   09/20/2014, 0.25, 81.0, 66.0, nan,
   09/21/2014, 0.02, 84.0, 63.0, nan,
   09/22/2014, 0.0, 89.0, 63.0, nan,
   09/23/2014, 0.0, 91.0, 62.0, nan,
   09/24/2014, 0.0, 93.0, 68.0, nan,
   09/25/2014, 0.0, 92.0, 64.0, nan,
   09/26/2014, 0.0, 87.0, 63.0, nan,
   09/27/2014, 0.0, 83.0, 57.0, nan,
   09/28/2014, 0.0, 83.0, 65.0, nan,
   09/29/2014, 0.0, 83.0, 62.0, nan,
   09/30/2014, 0.0, 83.0, 48.0, nan,
   10/01/2014, 0.0, 85.0, 47.0, nan,
   10/02/2014, 0.0, 83.0, 47.0, nan,
   10/03/2014, 0.0, 84.0, 43.0, nan,
   10/04/2014, 0.0, 90.0, 52.0, nan,
   10/05/2014, 0.0, 89.0, 56.0, nan,
   10/06/2014, 0.0, 87.0, 53.0, nan,
   10/07/2014, 0.0, 85.0, 59.0, nan,
   10/08/2014, 0.85, 85.0, 62.0, nan,
   10/09/2014, 0.77, 75.0, 62.0, nan,
   10/10/2014, 0.0, 75.0, 50.0, nan,
   10/11/2014, 0.0, 90.0, 52.0, nan,
   10/12/2014, 0.0, 83.0, 49.0, nan,
   10/13/2014, 0.0, 83.0, 48.0, nan,
   10/14/2014, 0.0, 81.0, 48.0, nan,
   10/15/2014, 0.0, 86.0, 50.0, nan,
   10/16/2014, 0.0, 87.0, 52.0, nan,
   10/17/2014, 0.0, 85.0, 52.0, nan,
   10/18/2014, 0.0, 84.0, 48.0, nan,
   10/19/2014, 0.0, 85.0, 48.0, nan,
   10/20/2014, 0.15, 85.0, 48.0, nan,
   10/21/2014, 0.0, 79.0, 48.0, nan,
   10/22/2014, 0.0, 79.0, 49.0, nan,
   10/23/2014, 0.0, 83.0, 48.0, nan,
   10/24/2014, 0.0, 85.0, 50.0, nan,
   10/25/2014, 0.0, 88.0, 52.0, nan,
   10/26/2014, 0.0, 89.0, 54.0, nan,
   10/27/2014, 0.0, 85.0, 55.0, nan,
   10/28/2014, 0.0, 80.0, 46.0, nan,
   10/29/2014, 0.0, 80.0, 40.0, nan,
   10/30/2014, 0.0, 83.0, 46.0, nan,
   10/31/2014, 0.0, 87.0, 52.0, nan,
   11/01/2014, 0.0, 86.0, 53.0, nan,
   11/02/2014, 0.0, 79.0, 59.0, nan,
   11/03/2014, 0.0, 66.0, 18.0, nan,
   11/04/2014, 0.0, 63.0, 22.0, nan,
   11/05/2014, 0.0, 66.0, 37.0, nan,
   11/06/2014, 0.0, 71.0, 42.0, nan,
   11/07/2014, 0.0, 73.0, 46.0, nan,
   11/08/2014, 0.0, 77.0, 38.0, nan,
   11/09/2014, 0.0, 80.0, 45.0, nan,
   11/10/2014, 0.0, 82.0, 41.0, nan,
   11/11/2014, 0.0, 76.0, 44.0, nan,
   11/12/2014, 0.0, 74.0, 46.0, nan,
   11/13/2014, 0.0, 74.0, 43.0, nan,
   11/14/2014, 0.0, 74.0, 43.0, nan,
   11/15/2014, 0.0, 74.0, 42.0, nan,
   11/16/2014, 0.0, 71.0, 42.0, nan,
   11/17/2014, 0.0, 65.0, 14.0, nan,
   11/18/2014, 0.0, 65.0, 20.0, nan,
   11/19/2014, 0.0, 66.0, 20.0, nan,
   11/20/2014, 0.0, 71.0, 29.0, nan,
   11/21/2014, 0.0, 71.0, 33.0, nan,
   11/22/2014, 0.41, 65.0, 25.0, nan,
   11/23/2014, 0.0, 64.0, 34.0, nan,
   11/24/2014, 0.0, 66.0, 9.0, nan,
   11/25/2014, 0.0, 61.0, 27.0, nan,
   11/26/2014, 0.0, 63.0, 27.0, nan,
   11/27/2014, 0.0, nan, nan, nan,
   11/28/2014, 0.0, 81.0, 35.0, nan,
   11/29/2014, 0.0, 81.0, 16.0, nan,
   11/30/2014, 0.0, 76.0, 13.0, nan,
   12/01/2014, 0.0, 71.0, 21.0, nan,
   12/02/2014, 0.0, 67.0, 29.0, nan,
   12/03/2014, 0.0, 69.0, 38.0, nan,
   12/04/2014, 0.18, 74.0, 48.0, nan,
   12/05/2014, 0.1, 62.0, 38.0, nan,
   12/06/2014, 0.0, 68.0, 39.0, nan,
   12/07/2014, 0.0, 65.0, 38.0, nan,
   12/08/2014, 0.0, 71.0, 37.0, nan,
   12/09/2014, 0.0, 71.0, 43.0, nan,
   12/10/2014, 0.0, 77.0, 38.0, nan,
   12/11/2014, 0.0, 72.0, 36.0, nan,
   12/12/2014, 0.0, 70.0, 30.0, nan,
   12/13/2014, 0.0, 72.0, 35.0, nan,
   12/14/2014, 0.2, 72.0, 16.0, nan,
   12/15/2014, 0.0, 57.0, 19.0, nan,
   12/16/2014, 0.0, 65.0, 33.0, nan,
   12/17/2014, 0.26, 65.0, 40.0, nan,
   12/18/2014, 0.15, 56.0, 42.0, nan,
   12/19/2014, 0.03, 53.0, 20.0, nan,
   12/20/2014, 0.0, 56.0, 22.0, nan,
   12/21/2014, 0.0, 62.0, 23.0, nan,
   12/22/2014, 0.0, 63.0, 25.0, nan,
   12/23/2014, 0.0, 64.0, 20.0, nan,
   12/24/2014, 0.0, 58.0, 23.0, nan,
   12/25/2014, nan, nan, nan, nan,
   12/26/2014, 0.19, 65.0, 23.0, nan,
   12/27/2014, 0.0, 53.0, 18.0, nan,
   12/28/2014, 0.0, 48.0, 19.0, nan,
   12/29/2014, 0.0, 56.0, 25.0, nan,
   12/30/2014, 0.0, 61.0, 25.0, nan,
   12/31/2014, 0.0, 67.0, 37.0, nan,
   01/01/2015, 0.09, 55.0, 23.0, nan,
   01/02/2015, 0.0, 45.0, 27.0, nan,
   01/03/2015, 0.0, 42.0, 19.0, nan,
   01/04/2015, 0.0, 49.0, 23.0, nan,
   01/05/2015, 0.0, 64.0, 31.0, nan,
   01/06/2015, 0.0, 71.0, 33.0, nan,
   01/07/2015, 0.0, 75.0, 38.0, nan,
   01/08/2015, 0.0, 77.0, 43.0, nan,
   01/09/2015, 0.07, 77.0, 39.0, nan,
   01/10/2015, 0.0, 68.0, 44.0, nan,
   01/11/2015, 0.02, 66.0, 36.0, nan,
   01/12/2015, 0.16, 67.0, 36.0, nan,
   01/13/2015, 0.0, 68.0, 38.0, nan,
   01/14/2015, 0.05, 63.0, 37.0, nan,
   01/15/2015, 0.0, 58.0, 31.0, nan,
   01/16/2015, 0.0, 64.0, 41.0, nan,
   01/17/2015, 0.0, 69.0, 33.0, nan,
   01/18/2015, 0.0, 71.0, 34.0, nan,
   01/19/2015, 0.0, 74.0, 37.0, nan,
   01/20/2015, 0.0, 77.0, 34.0, nan,
   01/21/2015, 0.0, 76.0, 36.0, nan,
   01/22/2015, 0.0, 68.0, 24.0, nan,
   01/23/2015, 0.0, 54.0, 28.0, nan,
   01/24/2015, 0.0, 60.0, 28.0, nan,
   01/25/2015, 0.0, 71.0, 29.0, nan,
   01/26/2015, 0.0, 70.0, 44.0, nan,
   01/27/2015, 0.1, 67.0, 48.0, nan,
   01/28/2015, 0.0, 73.0, 40.0, nan,
   01/29/2015, 0.0, 73.0, 34.0, nan,
   01/30/2015, 0.57, 69.0, 52.0, nan,
   01/31/2015, 0.97, 69.0, 47.0, nan,
   02/01/2015, 0.12, 56.0, 40.0, nan,
   02/02/2015, 0.0, 60.0, 37.0, nan,
   02/03/2015, 0.0, 70.0, 36.0, nan,
   02/04/2015, 0.0, 74.0, 19.0, nan,
   02/05/2015, 0.0, 73.0, 24.0, nan,
   02/06/2015, 0.0, 80.0, 34.0, nan,
   02/07/2015, 0.0, 82.0, 31.0, nan,
   02/08/2015, 0.0, 78.0, 35.0, nan,
   02/09/2015, 0.0, 80.0, 36.0, nan,
   02/10/2015, 0.0, 81.0, 27.0, nan,
   02/11/2015, 0.0, 77.0, 28.0, nan,
   02/12/2015, 0.0, 71.0, 36.0, nan,
   02/13/2015, 0.0, 66.0, 46.0, nan,
   02/14/2015, 0.0, 75.0, 45.0, nan,
   02/15/2015, 0.0, 74.0, 48.0, nan,
   02/16/2015, 0.78, 66.0, 43.0, nan,
   02/17/2015, 0.0, 71.0, 42.0, nan,
   02/18/2015, 0.0, 72.0, 38.0, nan,
   02/19/2015, 0.0, 74.0, 40.0, nan,
   02/20/2015, 0.0, 82.0, 41.0, nan,
   02/21/2015, 0.0, 71.0, 43.0, nan,
   02/22/2015, 0.0, 72.0, 49.0, nan,
   02/23/2015, 0.0, 71.0, 50.0, nan,
   02/24/2015, 0.0, 70.0, 40.0, nan,
   02/25/2015, 0.0, 58.0, 30.0, nan,
   02/26/2015, 0.0, 65.0, 32.0, nan,
   02/27/2015, 0.0, 73.0, 35.0, nan,
   02/28/2015, 0.0, 70.0, 49.0, nan,
   03/01/2015, 0.0, 69.0, 41.0, nan,
   03/02/2015, 0.0, 71.0, 55.0, nan,
   03/03/2015, 0.22, 63.0, 37.0, nan,
   03/04/2015, 0.0, 62.0, 37.0, nan,
   03/05/2015, 0.0, 60.0, 29.0, nan,
   03/06/2015, 0.0, 67.0, 42.0, nan,
   03/07/2015, 0.0, 75.0, 41.0, nan,
   03/08/2015, 0.0, 74.0, 36.0, nan,
   03/09/2015, 0.0, 73.0, 35.0, nan,
   03/10/2015, 0.0, 75.0, 36.0, nan,
   03/11/2015, 0.0, 76.0, 40.0, nan,
   03/12/2015, 0.0, 80.0, 51.0, nan,
   03/13/2015, 0.0, 80.0, 41.0, nan,
   03/14/2015, 0.0, 81.0, 40.0, nan,
   03/15/2015, 0.0, 75.0, 41.0, nan,
   03/16/2015, 0.0, 77.0, 42.0, nan,
   03/17/2015, 0.0, 81.0, 48.0, nan,
   03/18/2015, 0.0, 65.0, 41.0, nan,
   03/19/2015, 0.0, 78.0, 45.0, nan,
   03/20/2015, 0.0, 74.0, 40.0, nan,
   03/21/2015, 0.0, 71.0, 43.0, nan,
   03/22/2015, 0.0, 75.0, 41.0, nan,
   03/23/2015, 0.0, 81.0, 41.0, nan,
   03/24/2015, 0.0, 81.0, 39.0, nan,
   03/25/2015, 0.0, 82.0, 41.0, nan,
   03/26/2015, 0.0, 82.0, 41.0, nan,
   03/27/2015, 0.0, 88.0, 41.0, nan,
   03/28/2015, 0.0, 89.0, 46.0, nan,
   03/29/2015, 0.0, 89.0, 46.0, nan,
   03/30/2015, 0.0, 88.0, 52.0, nan,
   03/31/2015, 0.0, 88.0, 54.0, nan,
   04/01/2015, 0.33, 84.0, 47.0, nan,
   04/02/2015, 0.0, 82.0, 39.0, nan,
   04/03/2015, 0.0, 82.0, 42.0, nan,
   04/04/2015, 0.0, 81.0, 44.0, nan,
   04/05/2015, 0.0, 83.0, 38.0, nan,
   04/06/2015, 0.0, 81.0, 39.0, nan,
   04/07/2015, 0.0, 80.0, 33.0, nan,
   04/08/2015, 0.0, 81.0, 41.0, nan,
   04/09/2015, 0.0, 77.0, 20.0, nan,
   04/10/2015, 0.0, 78.0, 21.0, nan,
   04/11/2015, 0.0, 76.0, 27.0, nan,
   04/12/2015, 0.46, 81.0, 48.0, nan,
   04/13/2015, 0.14, 59.0, 43.0, nan,
   04/14/2015, 0.0, 78.0, 47.0, nan,
   04/15/2015, 0.0, 81.0, 46.0, nan,
   04/16/2015, 0.0, 80.0, 35.0, nan,
   04/17/2015, 0.0, 70.0, 33.0, nan,
   04/18/2015, 0.0, 72.0, 36.0, nan,
   04/19/2015, 0.0, 78.0, 40.0, nan,
   04/20/2015, 0.0, 82.0, 42.0, nan,
   04/21/2015, 0.0, 83.0, 42.0, nan,
   04/22/2015, 0.0, 81.0, 40.0, nan,
   04/23/2015, 0.0, 78.0, 41.0, nan,
   04/24/2015, 0.0, 76.0, 44.0, nan,
   04/25/2015, 0.0, 72.0, 40.0, nan,
   04/26/2015, 0.08, 76.0, 50.0, nan,
   04/27/2015, 0.0, 70.0, 39.0, nan,
   04/28/2015, 0.0, 76.0, 47.0, nan,
   04/29/2015, 0.0, 81.0, 46.0, nan,
   04/30/2015, 0.0, 84.0, 45.0, nan,
   05/01/2015, 0.0, 89.0, 49.0, nan,
   05/02/2015, 0.0, 93.0, 52.0, nan,
   05/03/2015, 0.0, 89.0, 51.0, nan,
   05/04/2015, 0.0, 85.0, 52.0, nan,
   05/05/2015, 0.0, 78.0, 47.0, nan,
